"DexNumber","Name","Type","Abilities","Generation","Hp","Attack","Defense","SpecialAttack","SpecialDefense","Speed","TotalStats","Weight","Height","GenderProbM","Category","CatchRate","EggCycles","EggGroup","LevelingRate","BaseFriendship"
892,"Urshifu Rapid Strike Style","['Fighting', 'Water']","['Unseen Fist']","VIII",100,130,100,63,60,97,550,105.0,1.9,0.875,"Wushu Pokémon","3","120",['No Eggs Discovered'],"Slow
","50
"
893,"Zarude","['Dark', 'Grass']","['Leaf Guard']","VIII",105,120,105,70,95,105,600,70.0,1.8,"","Rogue Monkey Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
894,"Regieleki","['Electric']","['Transistor']","VIII",80,100,50,100,50,200,580,145.0,1.2,"","Electron Pokémon","3","120",['No Eggs Discovered'],"Slow
","35
"
895,"Regidrago","['Dragon']","[""Dragon's Maw""]","VIII",200,100,50,100,50,80,580,200.0,2.1,"","Dragon Orb Pokémon","3","120",['No Eggs Discovered'],"Slow
","35
"
896,"Glastrier","['Ice']","['Chilling Neigh']","VIII",100,145,130,65,110,30,580,800.0,2.2,"","Wild Horse Pokémon","3","120",['No Eggs Discovered'],"Slow
","35
"
897,"Spectrier","['Ghost']","['Grim Neigh']","VIII",100,65,60,145,80,130,580,44.5,2.0,"","Swift Horse Pokémon","3","120",['No Eggs Discovered'],"Slow
","35
"
898,"Calyrex","['Psychic', 'Grass']","['Unnerve']","VIII",100,80,80,80,80,80,680,7.7,1.1,"","King PokémonHigh King Pokémon","3","120",['No Eggs Discovered'],"Slow
","100
"
898,"Calyrex Ice Rider","['Psychic', 'Grass']","['Unnerve']","VIII",100,85,80,165,100,150,680,7.7,1.1,"","King PokémonHigh King Pokémon","3","120",['No Eggs Discovered'],"Slow
","100
"
898,"Calyrex Shadow Rider","['Psychic', 'Grass']","['Unnerve']","VIII",100,85,80,165,100,150,680,7.7,1.1,"","King PokémonHigh King Pokémon","3","120",['No Eggs Discovered'],"Slow
","100
"
899,"Wyrdeer","['Normal', 'Psychic']","['Intimidate', 'Frisk', 'Sap Sipper']","VIII",103,105,72,105,75,65,525,95.1,1.8,0.5,"Big Horn Pokémon","45","20",['Field'],"Slow
","50
"
900,"Kleavor","['Bug', 'Rock']","['Swarm', 'Sheer Force', 'Sharpness']","VIII",70,135,95,45,70,85,500,89.0,1.8,0.5,"Axe Pokémon","15","20",['Bug'],"Medium Fast
","50
"
901,"Ursaluna","['Ground', 'Normal']","['Unnerve']","VIII",130,140,105,45,80,50,555,290.0,2.4,0.5,"Peat Pokémon","20","20",['Field'],"Medium Fast
","50
"
901,"Ursaluna Bloodmoon","['Ground', 'Normal']","['Unnerve', ""Mind's Eye""]","VIII",113,70,120,135,65,52,555,290.0,2.4,0.5,"Peat Pokémon","20","20",['Field'],"Medium Fast
","50
"
902,"Basculegion Male","['Water', 'Ghost']","['Swift Swim', 'Adaptability', 'Mold Breaker']","VIII",120,92,65,100,75,78,530,110.0,3.0,0.5,"Big Fish Pokémon","45","20",['Water 2'],"Medium Fast
","50
"
902,"Basculegion Female","['Water', 'Ghost']","['Swift Swim', 'Adaptability', 'Mold Breaker']","VIII",120,92,65,100,75,78,530,110.0,3.0,0.5,"Big Fish Pokémon","45","20",['Water 2'],"Medium Fast
","50
"
903,"Sneasler","['Fighting', 'Poison']","['Pressure', 'Unburden', 'Poison Touch']","VIII",80,130,60,40,80,120,510,43.0,1.3,0.5,"Free Climb Pokémon","20","20",['Field'],"Medium Slow
","50
"
904,"Overqwil","['Dark', 'Poison']","['Poison Point', 'Swift Swim', 'Intimidate']","VIII",85,115,95,65,65,85,510,60.5,2.5,0.5,"Pin Cluster Pokémon","45","20",['Water 2'],"Medium Fast
","50
"
905,"Enamorus Incarnate Forme","['Fairy', 'Flying']","['Contrary']","VIII",74,115,70,135,80,106,580,48.0,1.6,0.0,"Love-Hate Pokémon","3","20",['No Eggs Discovered'],"Slow
","50
"
905,"Enamorus Therian Forme","['Fairy', 'Flying']","['Cute Charm', 'Contrary', 'Overcoat']","VIII",74,115,110,135,100,46,580,48.0,1.6,0.0,"Love-Hate Pokémon","3","20",['No Eggs Discovered'],"Slow
","50
"
906,"Sprigatito","['Grass']","['Overgrow', 'Protean']","IX",40,61,54,45,45,65,310,4.1,0.4,0.875,"Grass Cat Pokémon","45","20",['Field' 'Grass'],"Medium Slow
","50
"
907,"Floragato","['Grass']","['Overgrow', 'Protean']","IX",61,80,63,60,63,83,410,12.2,0.9,0.875,"Grass Cat Pokémon","45","20",['Field' 'Grass'],"Medium Slow
","50
"
908,"Meowscarada","['Grass', 'Dark']","['Overgrow', 'Protean']","IX",76,110,70,81,70,123,530,31.2,1.5,0.875,"Magician Pokémon","45","20",['Field' 'Grass'],"Medium Slow
","50
"
909,"Fuecoco","['Fire']","['Blaze', 'Unaware']","IX",67,45,59,63,40,36,310,9.8,0.4,0.875,"Fire Croc Pokémon","45","20",['Field'],"Medium Slow
","50
"
910,"Crocalor","['Fire']","['Blaze', 'Unaware']","IX",81,55,78,90,58,49,411,30.7,1.0,0.875,"Fire Croc Pokémon","45","20",['Field'],"Medium Slow
","50
"
911,"Skeledirge","['Fire', 'Ghost']","['Blaze', 'Unaware']","IX",104,75,100,110,75,66,530,326.5,1.6,0.875,"Singer Pokémon","45","20",['Field'],"Medium Slow
","50
"
912,"Quaxly","['Water']","['Torrent', 'Moxie']","IX",55,65,45,50,45,50,310,6.1,0.5,0.875,"Duckling Pokémon","45","20",['Flying' 'Water 1'],"Medium Slow
","50
"
913,"Quaxwell","['Water']","['Torrent', 'Moxie']","IX",70,85,65,65,60,65,410,21.5,1.2,0.875,"Practicing Pokémon","45","20",['Flying' 'Water 1'],"Medium Slow
","50
"
914,"Quaquaval","['Water', 'Fighting']","['Torrent', 'Moxie']","IX",85,120,80,85,75,85,530,61.9,1.8,0.875,"Dancer Pokémon","45","20",['Flying' 'Water 1'],"Medium Slow
","50
"
915,"Lechonk","['Normal']","['Aroma Veil', 'Gluttony', 'Thick Fat']","IX",54,45,40,35,45,35,254,10.2,0.5,0.5,"Hog Pokémon","255","15",['Field'],"Medium Fast
","50
"
916,"Oinkologne Male","['Normal']","['Thick Fat']","IX",115,90,70,59,90,65,489,120.0,1.0,0.5,"Hog Pokémon","100","15",['Field'],"Medium Fast
","50
"
916,"Oinkologne Female","['Normal']","['Thick Fat']","IX",115,90,70,59,90,65,489,120.0,1.0,0.5,"Hog Pokémon","100","15",['Field'],"Medium Fast
","50
"
917,"Tarountula","['Bug']","['Insomnia', 'Stakeout']","IX",35,41,45,29,40,20,210,4.0,0.3,0.5,"String Ball Pokémon","255","15",['Bug'],"Erratic
","50
"
918,"Spidops","['Bug']","['Insomnia', 'Stakeout']","IX",60,79,92,52,86,35,404,16.5,1.0,0.5,"Trap Pokémon","120","15",['Bug'],"Erratic
","50
"
919,"Nymble","['Bug']","['Swarm', 'Tinted Lens']","IX",33,46,40,21,25,45,210,1.0,0.2,0.5,"Grasshopper Pokémon","190","20",['Bug'],"Medium Fast
","20
"
920,"Lokix","['Bug', 'Dark']","['Swarm', 'Tinted Lens']","IX",71,102,78,52,55,92,450,17.5,1.0,0.5,"Grasshopper Pokémon","30","20",['Bug'],"Medium Fast
","0
"
921,"Pawmi","['Electric']","['Static', 'Natural Cure', 'Iron Fist']","IX",45,50,20,40,25,60,240,2.5,0.3,0.5,"Mouse Pokémon","190","15",['Field'],"Medium Fast
","50
"
922,"Pawmo","['Electric', 'Fighting']","['Volt Absorb', 'Natural Cure', 'Iron Fist']","IX",60,75,40,50,40,85,350,6.5,0.4,0.5,"Mouse Pokémon","80","15",['Field'],"Medium Fast
","50
"
923,"Pawmot","['Electric', 'Fighting']","['Volt Absorb', 'Natural Cure', 'Iron Fist']","IX",70,115,70,70,60,105,490,41.0,0.9,0.5,"Hands-On Pokémon","45","15",['Field'],"Medium Fast
","50
"
924,"Tandemaus","['Normal']","['Run Away', 'Pickup', 'Own Tempo']","IX",50,50,45,40,45,75,305,1.8,0.3,"","Couple Pokémon","150","10",['Field' 'Fairy'],"Fast
","50
"
925,"Maushold Family of Three","['Normal']","['Friend Guard', 'Cheek Pouch', 'Technician']","IX",74,75,70,65,75,111,470,2.8,0.3,"","Family Pokémon","75","10",['Field' 'Fairy'],"Fast
","50
"
925,"Maushold Family of Four","['Normal']","['Technician']","IX",74,75,70,65,75,111,470,2.8,0.3,"","Family Pokémon","75","10",['Field' 'Fairy'],"Fast
","50
"
926,"Fidough","['Fairy']","['Own Tempo', 'Klutz']","IX",37,55,70,30,55,65,312,10.9,0.3,0.5,"Puppy Pokémon","190","20",['Field' 'Mineral'],"Medium Slow
","50
"
927,"Dachsbun","['Fairy']","['Well-Baked Body', 'Aroma Veil']","IX",57,80,115,50,80,95,477,14.9,0.5,0.5,"Dog Pokémon","90","20",['Field' 'Mineral'],"Medium Slow
","50
"
928,"Smoliv","['Grass', 'Normal']","['Early Bird', 'Harvest']","IX",41,35,45,58,51,30,260,6.5,0.3,0.5,"Olive Pokémon","255","20",['Grass'],"Medium Slow
","50
"
929,"Dolliv","['Grass', 'Normal']","['Early Bird', 'Harvest']","IX",52,53,60,78,78,33,354,11.9,0.6,0.5,"Olive Pokémon","120","20",['Grass'],"Medium Slow
","50
"
930,"Arboliva","['Grass', 'Normal']","['Seed Sower', 'Harvest']","IX",78,69,90,125,109,39,510,48.2,1.4,0.5,"Olive Pokémon","45","20",['Grass'],"Medium Slow
","50
"
931,"Squawkabilly Green Plumage","['Normal', 'Flying']","['Intimidate']","IX",82,96,51,45,51,92,417,2.4,0.6,0.5,"Parrot Pokémon","190","15",['Flying'],"Erratic
","50
"
931,"Squawkabilly Blue Plumage","['Normal', 'Flying']","['Intimidate', 'Hustle']","IX",82,96,51,45,51,92,417,2.4,0.6,0.5,"Parrot Pokémon","190","15",['Flying'],"Erratic
","50
"
931,"Squawkabilly Yellow Plumage","['Normal', 'Flying']","['Intimidate']","IX",82,96,51,45,51,92,417,2.4,0.6,0.5,"Parrot Pokémon","190","15",['Flying'],"Erratic
","50
"
931,"Squawkabilly White Plumage","['Normal', 'Flying']","['Intimidate']","IX",82,96,51,45,51,92,417,2.4,0.6,0.5,"Parrot Pokémon","190","15",['Flying'],"Erratic
","50
"
932,"Nacli","['Rock']","['Purifying Salt', 'Sturdy', 'Clear Body']","IX",55,55,75,35,35,25,280,16.0,0.4,0.5,"Rock Salt Pokémon","255","20",['Mineral'],"Medium Slow
","50
"
933,"Naclstack","['Rock']","['Purifying Salt', 'Sturdy', 'Clear Body']","IX",60,60,100,35,65,35,355,105.0,0.6,0.5,"Rock Salt Pokémon","120","20",['Mineral'],"Medium Slow
","50
"
934,"Garganacl","['Rock']","['Purifying Salt', 'Sturdy', 'Clear Body']","IX",100,100,130,45,90,35,500,240.0,2.3,0.5,"Rock Salt Pokémon","45","20",['Mineral'],"Medium Slow
","50
"
935,"Charcadet","['Fire']","['Flash Fire', 'Flame Body']","IX",40,50,40,50,40,35,255,10.5,0.6,0.5,"Fire Child Pokémon","90","35",['Human-Like'],"Slow
","50
"
936,"Armarouge","['Fire', 'Psychic']","['Flash Fire', 'Weak Armor']","IX",85,60,100,125,80,75,525,85.0,1.5,0.5,"Fire Warrior Pokémon","25","35",['Human-Like'],"Slow
","20
"
937,"Ceruledge","['Fire', 'Ghost']","['Flash Fire', 'Weak Armor']","IX",75,125,80,60,100,85,525,62.0,1.6,0.5,"Fire Blades Pokémon","25","35",['Human-Like'],"Slow
","20
"
938,"Tadbulb","['Electric']","['Own Tempo', 'Static', 'Damp']","IX",61,31,41,59,35,45,272,0.4,0.3,0.5,"EleTadpole Pokémon","190","20",['Water 1'],"Medium Fast
","50
"
939,"Bellibolt","['Electric']","['Electromorphosis', 'Static', 'Damp']","IX",109,64,91,103,83,45,495,113.0,1.2,0.5,"EleFrog Pokémon","50","20",['Water 1'],"Medium Fast
","50
"
940,"Wattrel","['Electric', 'Flying']","['Wind Power', 'Volt Absorb', 'Competitive']","IX",40,40,35,55,40,70,280,3.6,0.4,0.5,"Storm Petrel Pokémon","180","20",['Water 1' 'Flying'],"Medium Slow
","50
"
941,"Kilowattrel","['Electric', 'Flying']","['Wind Power', 'Volt Absorb', 'Competitive']","IX",70,70,60,105,60,125,490,38.6,1.4,0.5,"Frigatebird Pokémon","90","20",['Water 1' 'Flying'],"Medium Slow
","50
"
942,"Maschiff","['Dark']","['Intimidate', 'Run Away', 'Stakeout']","IX",60,78,60,40,51,51,340,16.0,0.5,0.5,"Rascal Pokémon","150","20",['Field'],"Medium Slow
","50
"
943,"Mabosstiff","['Dark']","['Intimidate', 'Guard Dog', 'Stakeout']","IX",80,120,90,60,70,85,505,61.0,1.1,0.5,"Boss Pokémon","75","20",['Field'],"Medium Slow
","50
"
944,"Shroodle","['Poison', 'Normal']","['Unburden', 'Pickpocket', 'Prankster']","IX",40,65,35,40,35,75,290,0.7,0.2,0.5,"Toxic Mouse Pokémon","190","20",['Field'],"Medium Slow
","50
"
945,"Grafaiai","['Poison', 'Normal']","['Unburden', 'Poison Touch', 'Prankster']","IX",63,95,65,80,72,110,485,27.2,0.7,0.5,"Toxic Monkey Pokémon","90","20",['Field'],"Medium Slow
","50
"
946,"Bramblin","['Grass', 'Ghost']","['Wind Rider', 'Infiltrator']","IX",40,65,30,45,35,60,275,0.6,0.6,0.5,"Tumbleweed Pokémon","190","20",['Grass'],"Medium Fast
","50
"
947,"Brambleghast","['Grass', 'Ghost']","['Wind Rider', 'Infiltrator']","IX",55,115,70,80,70,90,480,6.0,1.2,0.5,"Tumbleweed Pokémon","45","20",['Grass'],"Medium Fast
","50
"
948,"Toedscool","['Ground', 'Grass']","['Mycelium Might']","IX",40,40,35,50,100,70,335,33.0,0.9,0.5,"Woodear Pokémon","190","20",['Grass'],"Medium Slow
","50
"
949,"Toedscruel","['Ground', 'Grass']","['Mycelium Might']","IX",80,70,65,80,120,100,515,58.0,1.9,0.5,"Woodear Pokémon","90","20",['Grass'],"Medium Slow
","50
"
950,"Klawf","['Rock']","['Anger Shell', 'Shell Armor', 'Regenerator']","IX",70,100,115,35,55,75,450,79.0,1.3,0.5,"Ambush Pokémon","120","35",['Water 3'],"Medium Fast
","50
"
951,"Capsakid","['Grass']","['Chlorophyll', 'Insomnia', 'Klutz']","IX",50,62,40,62,40,50,304,3.0,0.3,0.5,"Spicy Pepper Pokémon","190","20",['Grass'],"Medium Fast
","50
"
952,"Scovillain","['Grass', 'Fire']","['Chlorophyll', 'Insomnia', 'Moody']","IX",65,108,65,108,65,75,486,15.0,0.9,0.5,"Spicy Pepper Pokémon","75","20",['Grass'],"Medium Fast
","50
"
953,"Rellor","['Bug']","['Compound Eyes', 'Shed Skin']","IX",41,50,60,31,58,30,270,1.0,0.2,0.5,"Rolling Pokémon","190","20",['Bug'],"Fast
","50
"
954,"Rabsca","['Bug', 'Psychic']","['Synchronize', 'Telepathy']","IX",75,50,85,115,100,45,470,3.5,0.3,0.5,"Rolling Pokémon","45","20",['Bug'],"Fast
","50
"
955,"Flittle","['Psychic']","['Anticipation', 'Frisk', 'Speed Boost']","IX",30,35,30,55,30,75,255,1.5,0.2,0.5,"Frill Pokémon","120","20",['Flying'],"Medium Slow
","50
"
956,"Espathra","['Psychic']","['Opportunist', 'Frisk', 'Speed Boost']","IX",95,60,60,101,60,105,481,90.0,1.9,0.5,"Ostrich Pokémon","60","20",['Flying'],"Medium Slow
","50
"
957,"Tinkatink","['Fairy', 'Steel']","['Mold Breaker', 'Own Tempo', 'Pickpocket']","IX",50,45,45,35,64,58,297,8.9,0.4,0.0,"Metalsmith Pokémon","190","20",['Fairy'],"Medium Slow
","50
"
958,"Tinkatuff","['Fairy', 'Steel']","['Mold Breaker', 'Own Tempo', 'Pickpocket']","IX",65,55,55,45,82,78,380,59.1,0.7,0.0,"Hammer Pokémon","90","20",['Fairy'],"Medium Slow
","50
"
959,"Tinkaton","['Fairy', 'Steel']","['Mold Breaker', 'Own Tempo', 'Pickpocket']","IX",85,75,77,70,105,94,506,112.8,0.7,0.0,"Hammer Pokémon","45","20",['Fairy'],"Medium Slow
","50
"
960,"Wiglett","['Water']","['Gooey', 'Rattled', 'Sand Veil']","IX",10,55,25,35,25,95,245,1.8,1.2,0.5,"Garden Eel Pokémon","255","20",['Water 3'],"Medium Fast
","50
"
961,"Wugtrio","['Water']","['Gooey', 'Rattled', 'Sand Veil']","IX",35,100,50,50,70,120,425,5.4,1.2,0.5,"Garden Eel Pokémon","50","20",['Water 3'],"Medium Fast
","50
"
962,"Bombirdier","['Flying', 'Dark']","['Big Pecks', 'Keen Eye', 'Rocky Payload']","IX",70,103,85,60,85,82,485,42.9,1.5,0.5,"Item Drop Pokémon","25","35",['Flying'],"Slow
","50
"
963,"Finizen","['Water']","['Water Veil']","IX",70,45,40,45,40,75,315,60.2,1.3,0.5,"Dolphin Pokémon","200","40",['Field' 'Water 2'],"Slow
","50
"
964,"Palafin Zero Form","['Water']","['Zero to Hero']","IX",100,70,72,53,62,100,650,60.2,1.3,0.5,"Dolphin PokémonHero Pokémon","45","40",['Field' 'Water 2'],"Slow
","50
"
964,"Palafin Hero Form","['Water']","['Zero to Hero']","IX",100,160,97,106,87,100,650,60.2,1.3,0.5,"Dolphin PokémonHero Pokémon","45","40",['Field' 'Water 2'],"Slow
","50
"
965,"Varoom","['Steel', 'Poison']","['Overcoat', 'Slow Start']","IX",45,70,63,30,45,47,300,35.0,1.0,0.5,"Single-Cyl Pokémon","190","20",['Mineral'],"Medium Fast
","50
"
966,"Revavroom","['Steel', 'Poison']","['Overcoat', 'Filter']","IX",80,119,90,54,67,90,500,120.0,1.8,0.5,"Multi-Cyl Pokémon","75","20",['Mineral'],"Medium Fast
","50
"
967,"Cyclizar","['Dragon', 'Normal']","['Shed Skin', 'Regenerator']","IX",70,95,65,85,65,121,501,63.0,1.6,0.5,"Mount Pokémon","190","30",['Field'],"Medium Slow
","50
"
968,"Orthworm","['Steel']","['Earth Eater', 'Sand Veil']","IX",70,85,145,60,55,65,480,310.0,2.5,0.5,"Earthworm Pokémon","25","35",['Field'],"Slow
","50
"
969,"Glimmet","['Rock', 'Poison']","['Toxic Debris', 'Corrosion']","IX",48,35,42,105,60,60,350,8.0,0.7,0.5,"Ore Pokémon","70","30",['Mineral'],"Medium Slow
","50
"
970,"Glimmora","['Rock', 'Poison']","['Toxic Debris', 'Corrosion']","IX",83,55,90,130,81,86,525,45.0,1.5,0.5,"Ore Pokémon","25","30",['Mineral'],"Medium Slow
","50
"
971,"Greavard","['Ghost']","['Pickup', 'Fluffy']","IX",50,61,60,30,55,34,290,35.0,0.6,0.5,"Ghost Dog Pokémon","120","20",['Field'],"Medium Slow
","50
"
972,"Houndstone","['Ghost']","['Sand Rush', 'Fluffy']","IX",72,101,100,50,97,68,488,15.0,2.0,0.5,"Ghost Dog Pokémon","60","20",['Field'],"Medium Slow
","50
"
973,"Flamigo","['Flying', 'Fighting']","['Scrappy', 'Tangled Feet', 'Costar']","IX",82,115,74,75,64,90,500,37.0,1.6,0.5,"Synchronize Pokémon","100","20",['Flying'],"Medium Slow
","50
"
974,"Cetoddle","['Ice']","['Thick Fat', 'Snow Cloak', 'Sheer Force']","IX",108,68,45,30,40,43,334,45.0,1.2,0.5,"Terra Whale Pokémon","150","25",['Field'],"Medium Slow
","50
"
975,"Cetitan","['Ice']","['Thick Fat', 'Slush Rush', 'Sheer Force']","IX",170,113,65,45,55,73,521,700.0,4.5,0.5,"Terra Whale Pokémon","50","25",['Field'],"Medium Slow
","50
"
976,"Veluza","['Water', 'Psychic']","['Mold Breaker', 'Sharpness']","IX",90,102,73,78,65,70,478,90.0,2.5,0.5,"Jettison Pokémon","100","20",['Water 2'],"Fast
","50
"
977,"Dondozo","['Water']","['Unaware', 'Oblivious', 'Water Veil']","IX",150,100,115,65,65,35,530,220.0,12.0,0.5,"Big Catfish Pokémon","25","40",['Water 2'],"Slow
","50
"
978,"Tatsugiri Curly Form","['Dragon', 'Water']","['Storm Drain']","IX",68,50,60,120,95,82,475,8.0,0.3,0.5,"Mimicry Pokémon","100","35",['Water 2'],"Medium Slow
","50
"
978,"Tatsugiri Droopy Form","['Dragon', 'Water']","['Commander', 'Storm Drain']","IX",68,50,60,120,95,82,475,8.0,0.3,0.5,"Mimicry Pokémon","100","35",['Water 2'],"Medium Slow
","50
"
978,"Tatsugiri Stretchy Form","['Dragon', 'Water']","['Storm Drain']","IX",68,50,60,120,95,82,475,8.0,0.3,0.5,"Mimicry Pokémon","100","35",['Water 2'],"Medium Slow
","50
"
979,"Annihilape","['Fighting', 'Ghost']","['Vital Spirit', 'Inner Focus', 'Defiant']","IX",110,115,80,50,90,90,535,56.0,1.2,0.5,"Rage Monkey Pokémon","45","20",['Field'],"Medium Fast
","50
"
980,"Clodsire","['Poison', 'Ground']","['Poison Point', 'Water Absorb', 'Unaware']","IX",130,75,60,45,100,20,430,223.0,1.8,0.5,"Spiny Fish Pokémon","90","20",['Water 1' 'Field'],"Medium Fast
","50
"
981,"Farigiraf","['Normal', 'Psychic']","['Cud Chew', 'Armor Tail', 'Sap Sipper']","IX",120,90,70,110,70,60,520,160.0,3.2,0.5,"Long Neck Pokémon","45","20",['Field'],"Medium Fast
","50
"
982,"Dudunsparce Two-Segment Form","['Normal']","['Rattled']","IX",125,100,80,85,75,55,520,39.2,3.6,0.5,"Land Snake Pokémon","45","20",['Field'],"Medium Fast
","50
"
982,"Dudunsparce Three-Segment Form","['Normal']","['Serene Grace', 'Run Away', 'Rattled']","IX",125,100,80,85,75,55,520,39.2,3.6,0.5,"Land Snake Pokémon","45","20",['Field'],"Medium Fast
","50
"
983,"Kingambit","['Dark', 'Steel']","['Defiant', 'Supreme Overlord', 'Pressure']","IX",100,135,120,60,85,50,550,120.0,2.0,0.5,"Big Blade Pokémon","25","20",['Human-Like'],"Medium Fast
","50
"
984,"Great Tusk","['Ground', 'Fighting']","['Protosynthesis']","IX",115,131,131,53,53,87,570,320.0,2.2,"","Paradox Pokémon","30","50",['No Eggs Discovered'],"Slow
","0
"
985,"Scream Tail","['Fairy', 'Psychic']","['Protosynthesis']","IX",115,65,99,65,115,111,570,8.0,1.2,"","Paradox Pokémon","50","50",['No Eggs Discovered'],"Slow
","0
"
986,"Brute Bonnet","['Grass', 'Dark']","['Protosynthesis']","IX",111,127,99,79,99,55,570,21.0,1.2,"","Paradox Pokémon","50","50",['No Eggs Discovered'],"Slow
","0
"
987,"Flutter Mane","['Ghost', 'Fairy']","['Protosynthesis']","IX",55,55,55,135,135,135,570,4.0,1.4,"","Paradox Pokémon","30","50",['No Eggs Discovered'],"Slow
","0
"
988,"Slither Wing","['Bug', 'Fighting']","['Protosynthesis']","IX",85,135,79,85,105,81,570,92.0,3.2,"","Paradox Pokémon","30","50",['No Eggs Discovered'],"Slow
","0
"
989,"Sandy Shocks","['Electric', 'Ground']","['Protosynthesis']","IX",85,81,97,121,85,101,570,60.0,2.3,"","Paradox Pokémon","30","50",['No Eggs Discovered'],"Slow
","0
"
990,"Iron Treads","['Ground', 'Steel']","['Quark Drive']","IX",90,112,120,72,70,106,570,240.0,0.9,"","Paradox Pokémon","30","50",['No Eggs Discovered'],"Slow
","0
"
991,"Iron Bundle","['Ice', 'Water']","['Quark Drive']","IX",56,80,114,124,60,136,570,11.0,0.6,"","Paradox Pokémon","50","50",['No Eggs Discovered'],"Slow
","0
"
992,"Iron Hands","['Fighting', 'Electric']","['Quark Drive']","IX",154,140,108,50,68,50,570,380.7,1.8,"","Paradox Pokémon","50","50",['No Eggs Discovered'],"Slow
","0
"
993,"Iron Jugulis","['Dark', 'Flying']","['Quark Drive']","IX",94,80,86,122,80,108,570,111.0,1.3,"","Paradox Pokémon","30","50",['No Eggs Discovered'],"Slow
","0
"
994,"Iron Moth","['Fire', 'Poison']","['Quark Drive']","IX",80,70,60,140,110,110,570,36.0,1.2,"","Paradox Pokémon","30","50",['No Eggs Discovered'],"Slow
","0
"
995,"Iron Thorns","['Rock', 'Electric']","['Quark Drive']","IX",100,134,110,70,84,72,570,303.0,1.6,"","Paradox Pokémon","30","50",['No Eggs Discovered'],"Slow
","0
"
996,"Frigibax","['Dragon', 'Ice']","['Thermal Exchange', 'Ice Body']","IX",65,75,45,35,45,55,320,17.0,0.5,0.5,"Ice Fin Pokémon","45","40",['Dragon' 'Mineral'],"Slow
","50
"
997,"Arctibax","['Dragon', 'Ice']","['Thermal Exchange', 'Ice Body']","IX",90,95,66,45,65,62,423,30.0,0.8,0.5,"Ice Fin Pokémon","25","40",['Dragon' 'Mineral'],"Slow
","50
"
998,"Baxcalibur","['Dragon', 'Ice']","['Thermal Exchange', 'Ice Body']","IX",115,145,92,75,86,87,600,210.0,2.1,0.5,"Ice Dragon Pokémon","10","40",['Dragon' 'Mineral'],"Slow
","50
"
999,"Gimmighoul Chest Form","['Ghost']","['Rattled']","IX",45,30,70,75,70,10,300,5.0,0.3,"","Coin Chest PokémonCoin Hunter Pokémon","45","50",['No Eggs Discovered'],"Slow
","50
"
999,"Gimmighoul Roaming Form","['Ghost']","['Run Away']","IX",45,30,25,75,45,80,300,5.0,0.3,"","Coin Chest PokémonCoin Hunter Pokémon","45","50",['No Eggs Discovered'],"Slow
","50
"
1000,"Gholdengo","['Steel', 'Ghost']","['Good as Gold']","IX",87,60,95,133,91,84,550,30.0,1.2,"","Coin Entity Pokémon","45","50",['No Eggs Discovered'],"Slow
","50
"
1001,"Wo-Chien","['Dark', 'Grass']","['Tablets of Ruin']","IX",85,85,100,95,135,70,570,74.2,1.5,"","Ruinous Pokémon","6","50",['No Eggs Discovered'],"Slow
","0
"
