DexNumber,Name,Type1,Type2,Ability1,Ability2,HiddenAbility,Generation,Hp,Attack,Defense,SpecialAttack,SpecialDefense,Speed,TotalStats,Weight,Height,GenderProbM,NoGender,Category,CatchRate,EggCycles,EggGroup1,EggGroup2,LevelingRate,BaseFriendship,IsLegendary,IsMythical,IsUltraBeast,HasMega,EvoStage,TotalEvoStages,PreevoName,DamageFromNormal,DamageFromFighting,DamageFromFlying,DamageFromPoison,DamageFromGround,DamageFromRock,DamageFromBug,DamageFromGhost,DamageFromSteel,DamageFromFire,DamageFromWater,DamageFromGrass,DamageFromElectric,DamageFromPsychic,DamageFromIce,DamageFromDragon,DamageFromDark,DamageFromFairy
917,Tarountula,Bug,Bug,Insomnia,Stakeout,None,9,35,41,45,29,40,20,210,4.0,0.3,0.5,0,String Ball Pokémon,255,15,Bug,No Egg Group,Erratic,50,0,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
918,Spidops,Bug,Bug,Insomnia,Stakeout,None,9,60,79,92,52,86,35,404,16.5,1.0,0.5,0,Trap Pokémon,120,15,Bug,No Egg Group,Erratic,50,0,0,0,0,2,2,Tarountula,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
919,Nymble,Bug,Bug,Swarm,Tinted Lens,None,9,33,46,40,21,25,45,210,1.0,0.2,0.5,0,Grasshopper Pokémon,190,20,Bug,No Egg Group,Medium Fast,20,0,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
920,Lokix,Bug,Dark,Swarm,Tinted Lens,None,9,71,102,78,52,55,92,450,17.5,1.0,0.5,0,Grasshopper Pokémon,30,20,Bug,No Egg Group,Medium Fast,0,0,0,0,0,2,2,Nymble,1.0,1.0,2.0,1.0,0.5,2.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0
921,Pawmi,Electric,Electric,Static,Natural Cure,Iron Fist,9,45,50,20,40,25,60,240,2.5,0.3,0.5,0,Mouse Pokémon,190,15,Field,No Egg Group,Medium Fast,50,0,0,0,0,1,3,No Preevolution,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
922,Pawmo,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,9,60,75,40,50,40,85,350,6.5,0.4,0.5,0,Mouse Pokémon,80,15,Field,No Egg Group,Medium Fast,50,0,0,0,0,2,3,Pawmi,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0
923,Pawmot,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,9,70,115,70,70,60,105,490,41.0,0.9,0.5,0,Hands-On Pokémon,45,15,Field,No Egg Group,Medium Fast,50,0,0,0,0,3,3,Pawmo,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0
924,Tandemaus,Normal,Normal,Run Away,Pickup,Own Tempo,9,50,50,45,40,45,75,305,1.8,0.3,0.5,1,Couple Pokémon,150,10,Field,Fairy,Fast,50,0,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
925,Maushold Family of Three,Normal,Normal,Friend Guard,Cheek Pouch,Technician,9,74,75,70,65,75,111,470,2.8,0.3,0.5,1,Family Pokémon,75,10,Field,Fairy,Fast,50,0,0,0,0,2,2,Tandemaus,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
925,Maushold Family of Four,Normal,Normal,Technician,None,None,9,74,75,70,65,75,111,470,2.8,0.3,0.5,1,Family Pokémon,75,10,Field,Fairy,Fast,50,0,0,0,0,2,2,Tandemaus,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
926,Fidough,Fairy,Fairy,Own Tempo,Klutz,None,9,37,55,70,30,55,65,312,10.9,0.3,0.5,0,Puppy Pokémon,190,20,Field,Mineral,Medium Slow,50,0,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
927,Dachsbun,Fairy,Fairy,Well-Baked Body,Aroma Veil,None,9,57,80,115,50,80,95,477,14.9,0.5,0.5,0,Dog Pokémon,90,20,Field,Mineral,Medium Slow,50,0,0,0,0,2,2,Fidough,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
928,Smoliv,Grass,Normal,Early Bird,Harvest,None,9,41,35,45,58,51,30,260,6.5,0.3,0.5,0,Olive Pokémon,255,20,Grass,No Egg Group,Medium Slow,50,0,0,0,0,1,3,No Preevolution,1.0,2.0,2.0,2.0,0.5,1.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
929,Dolliv,Grass,Normal,Early Bird,Harvest,None,9,52,53,60,78,78,33,354,11.9,0.6,0.5,0,Olive Pokémon,120,20,Grass,No Egg Group,Medium Slow,50,0,0,0,0,2,3,Smoliv,1.0,2.0,2.0,2.0,0.5,1.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
930,Arboliva,Grass,Normal,Seed Sower,Harvest,None,9,78,69,90,125,109,39,510,48.2,1.4,0.5,0,Olive Pokémon,45,20,Grass,No Egg Group,Medium Slow,50,0,0,0,0,3,3,Dolliv,1.0,2.0,2.0,2.0,0.5,1.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
931,Squawkabilly Green Plumage,Normal,Flying,Intimidate,None,None,9,82,96,51,45,51,92,417,2.4,0.6,0.5,0,Parrot Pokémon,190,15,Flying,No Egg Group,Erratic,50,0,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
931,Squawkabilly Blue Plumage,Normal,Flying,Intimidate,Hustle,None,9,82,96,51,45,51,92,417,2.4,0.6,0.5,0,Parrot Pokémon,190,15,Flying,No Egg Group,Erratic,50,0,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
931,Squawkabilly Yellow Plumage,Normal,Flying,Intimidate,None,None,9,82,96,51,45,51,92,417,2.4,0.6,0.5,0,Parrot Pokémon,190,15,Flying,No Egg Group,Erratic,50,0,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
931,Squawkabilly White Plumage,Normal,Flying,Intimidate,None,None,9,82,96,51,45,51,92,417,2.4,0.6,0.5,0,Parrot Pokémon,190,15,Flying,No Egg Group,Erratic,50,0,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
932,Nacli,Rock,Rock,Purifying Salt,Sturdy,Clear Body,9,55,55,75,35,35,25,280,16.0,0.4,0.5,0,Rock Salt Pokémon,255,20,Mineral,No Egg Group,Medium Slow,50,0,0,0,0,1,3,No Preevolution,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
933,Naclstack,Rock,Rock,Purifying Salt,Sturdy,Clear Body,9,60,60,100,35,65,35,355,105.0,0.6,0.5,0,Rock Salt Pokémon,120,20,Mineral,No Egg Group,Medium Slow,50,0,0,0,0,2,3,Nacli,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
934,Garganacl,Rock,Rock,Purifying Salt,Sturdy,Clear Body,9,100,100,130,45,90,35,500,240.0,2.3,0.5,0,Rock Salt Pokémon,45,20,Mineral,No Egg Group,Medium Slow,50,0,0,0,0,3,3,Naclstack,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
935,Charcadet,Fire,Fire,Flash Fire,Flame Body,None,9,40,50,40,50,40,35,255,10.5,0.6,0.5,0,Fire Child Pokémon,90,35,Human-Like,No Egg Group,Slow,50,0,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
936,Armarouge,Fire,Psychic,Flash Fire,Weak Armor,None,9,85,60,100,125,80,75,525,85.0,1.5,0.5,0,Fire Warrior Pokémon,25,35,Human-Like,No Egg Group,Slow,20,0,0,0,0,2,2,Charcadet,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.5,0.5,2.0,0.5,1.0,0.5,0.5,1.0,2.0,0.5
937,Ceruledge,Fire,Ghost,Flash Fire,Weak Armor,None,9,75,125,80,60,100,85,525,62.0,1.6,0.5,0,Fire Blades Pokémon,25,35,Human-Like,No Egg Group,Slow,20,0,0,0,0,2,2,Charcadet,0.0,0.0,1.0,0.5,2.0,2.0,0.25,2.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,0.5
938,Tadbulb,Electric,Electric,Own Tempo,Static,Damp,9,61,31,41,59,35,45,272,0.4,0.3,0.5,0,EleTadpole Pokémon,190,20,Water 1,No Egg Group,Medium Fast,50,0,0,0,0,1,2,No Preevolution,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
939,Bellibolt,Electric,Electric,Electromorphosis,Static,Damp,9,109,64,91,103,83,45,495,113.0,1.2,0.5,0,EleFrog Pokémon,50,20,Water 1,No Egg Group,Medium Fast,50,0,0,0,0,2,2,Tadbulb,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
940,Wattrel,Electric,Flying,Wind Power,Volt Absorb,Competitive,9,40,40,35,55,40,70,280,3.6,0.4,0.5,0,Storm Petrel Pokémon,180,20,Water 1,Flying,Medium Slow,50,0,0,0,0,1,2,No Preevolution,1.0,0.5,0.5,1.0,0.0,2.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0
941,Kilowattrel,Electric,Flying,Wind Power,Volt Absorb,Competitive,9,70,70,60,105,60,125,490,38.6,1.4,0.5,0,Frigatebird Pokémon,90,20,Water 1,Flying,Medium Slow,50,0,0,0,0,2,2,Wattrel,1.0,0.5,0.5,1.0,0.0,2.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0
942,Maschiff,Dark,Dark,Intimidate,Run Away,Stakeout,9,60,78,60,40,51,51,340,16.0,0.5,0.5,0,Rascal Pokémon,150,20,Field,No Egg Group,Medium Slow,50,0,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0
943,Mabosstiff,Dark,Dark,Intimidate,Guard Dog,Stakeout,9,80,120,90,60,70,85,505,61.0,1.1,0.5,0,Boss Pokémon,75,20,Field,No Egg Group,Medium Slow,50,0,0,0,0,2,2,Maschiff,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0
944,Shroodle,Poison,Normal,Unburden,Pickpocket,Prankster,9,40,65,35,40,35,75,290,0.7,0.2,0.5,0,Toxic Mouse Pokémon,190,20,Field,No Egg Group,Medium Slow,50,0,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,0.5,2.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
945,Grafaiai,Poison,Normal,Unburden,Poison Touch,Prankster,9,63,95,65,80,72,110,485,27.2,0.7,0.5,0,Toxic Monkey Pokémon,90,20,Field,No Egg Group,Medium Slow,50,0,0,0,0,2,2,Shroodle,1.0,1.0,1.0,0.5,2.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
946,Bramblin,Grass,Ghost,Wind Rider,Infiltrator,None,9,40,65,30,45,35,60,275,0.6,0.6,0.5,0,Tumbleweed Pokémon,190,20,Grass,No Egg Group,Medium Fast,50,0,0,0,0,1,2,No Preevolution,0.0,0.0,2.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,2.0,1.0
947,Brambleghast,Grass,Ghost,Wind Rider,Infiltrator,None,9,55,115,70,80,70,90,480,6.0,1.2,0.5,0,Tumbleweed Pokémon,45,20,Grass,No Egg Group,Medium Fast,50,0,0,0,0,2,2,Bramblin,0.0,0.0,2.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,2.0,1.0
948,Toedscool,Ground,Grass,Mycelium Might,None,None,9,40,40,35,50,100,70,335,33.0,0.9,0.5,0,Woodear Pokémon,190,20,Grass,No Egg Group,Medium Slow,50,0,0,0,0,1,2,No Preevolution,1.0,1.0,2.0,1.0,0.5,0.5,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0
949,Toedscruel,Ground,Grass,Mycelium Might,None,None,9,80,70,65,80,120,100,515,58.0,1.9,0.5,0,Woodear Pokémon,90,20,Grass,No Egg Group,Medium Slow,50,0,0,0,0,2,2,Toedscool,1.0,1.0,2.0,1.0,0.5,0.5,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0
950,Klawf,Rock,Rock,Anger Shell,Shell Armor,Regenerator,9,70,100,115,35,55,75,450,79.0,1.3,0.5,0,Ambush Pokémon,120,35,Water 3,No Egg Group,Medium Fast,50,0,0,0,0,1,1,No Preevolution,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
951,Capsakid,Grass,Grass,Chlorophyll,Insomnia,Klutz,9,50,62,40,62,40,50,304,3.0,0.3,0.5,0,Spicy Pepper Pokémon,190,20,Grass,No Egg Group,Medium Fast,50,0,0,0,0,1,2,No Preevolution,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
952,Scovillain,Grass,Fire,Chlorophyll,Insomnia,Moody,9,65,108,65,108,65,75,486,15.0,0.9,0.5,0,Spicy Pepper Pokémon,75,20,Grass,No Egg Group,Medium Fast,50,0,0,0,0,2,2,Capsakid,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.25,0.5,1.0,1.0,1.0,1.0,0.5
953,Rellor,Bug,Bug,Compound Eyes,Shed Skin,None,9,41,50,60,31,58,30,270,1.0,0.2,0.5,0,Rolling Pokémon,190,20,Bug,No Egg Group,Fast,50,0,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
954,Rabsca,Bug,Psychic,Synchronize,Telepathy,None,9,75,50,85,115,100,45,470,3.5,0.3,0.5,0,Rolling Pokémon,45,20,Bug,No Egg Group,Fast,50,0,0,0,0,2,2,Rellor,1.0,0.25,2.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0
955,Flittle,Psychic,Psychic,Anticipation,Frisk,Speed Boost,9,30,35,30,55,30,75,255,1.5,0.2,0.5,0,Frill Pokémon,120,20,Flying,No Egg Group,Medium Slow,50,0,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
956,Espathra,Psychic,Psychic,Opportunist,Frisk,Speed Boost,9,95,60,60,101,60,105,481,90.0,1.9,0.5,0,Ostrich Pokémon,60,20,Flying,No Egg Group,Medium Slow,50,0,0,0,0,2,2,Flittle,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
957,Tinkatink,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,9,50,45,45,35,64,58,297,8.9,0.4,0.0,0,Metalsmith Pokémon,190,20,Fairy,No Egg Group,Medium Slow,50,0,0,0,0,1,3,No Preevolution,0.5,1.0,0.5,0.0,2.0,0.5,0.25,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5
958,Tinkatuff,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,9,65,55,55,45,82,78,380,59.1,0.7,0.0,0,Hammer Pokémon,90,20,Fairy,No Egg Group,Medium Slow,50,0,0,0,0,2,3,Tinkatink,0.5,1.0,0.5,0.0,2.0,0.5,0.25,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5
959,Tinkaton,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,9,85,75,77,70,105,94,506,112.8,0.7,0.0,0,Hammer Pokémon,45,20,Fairy,No Egg Group,Medium Slow,50,0,0,0,0,3,3,Tinkatuff,0.5,1.0,0.5,0.0,2.0,0.5,0.25,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5
960,Wiglett,Water,Water,Gooey,Rattled,Sand Veil,9,10,55,25,35,25,95,245,1.8,1.2,0.5,0,Garden Eel Pokémon,255,20,Water 3,No Egg Group,Medium Fast,50,0,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
961,Wugtrio,Water,Water,Gooey,Rattled,Sand Veil,9,35,100,50,50,70,120,425,5.4,1.2,0.5,0,Garden Eel Pokémon,50,20,Water 3,No Egg Group,Medium Fast,50,0,0,0,0,2,2,Wiglett,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
962,Bombirdier,Flying,Dark,Big Pecks,Keen Eye,Rocky Payload,9,70,103,85,60,85,82,485,42.9,1.5,0.5,0,Item Drop Pokémon,25,35,Flying,No Egg Group,Slow,50,0,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,0.0,2.0,1.0,0.5,2.0
963,Finizen,Water,Water,Water Veil,None,None,9,70,45,40,45,40,75,315,60.2,1.3,0.5,0,Dolphin Pokémon,200,40,Field,Water 2,Slow,50,0,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
964,Palafin Zero Form,Water,Water,Zero to Hero,None,None,9,100,70,72,53,62,100,650,60.2,1.3,0.5,0,Dolphin Pokémon,45,40,Field,Water 2,Slow,50,0,0,0,0,2,2,Finizen,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
964,Palafin Hero Form,Water,Water,Zero to Hero,None,None,9,100,160,97,106,87,100,650,60.2,1.3,0.5,0,Hero Pokémon,45,40,Field,Water 2,Slow,50,0,0,0,0,2,2,Finizen,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
965,Varoom,Steel,Poison,Overcoat,Slow Start,None,9,45,70,63,30,45,47,300,35.0,1.0,0.5,0,Single-Cyl Pokémon,190,20,Mineral,No Egg Group,Medium Fast,50,0,0,0,0,1,2,No Preevolution,0.5,1.0,0.5,0.0,4.0,0.5,0.25,1.0,0.5,2.0,1.0,0.25,1.0,1.0,0.5,0.5,1.0,0.25
966,Revavroom,Steel,Poison,Overcoat,Filter,None,9,80,119,90,54,67,90,500,120.0,1.8,0.5,0,Multi-Cyl Pokémon,75,20,Mineral,No Egg Group,Medium Fast,50,0,0,0,0,2,2,Varoom,0.5,1.0,0.5,0.0,4.0,0.5,0.25,1.0,0.5,2.0,1.0,0.25,1.0,1.0,0.5,0.5,1.0,0.25
967,Cyclizar,Dragon,Normal,Shed Skin,Regenerator,None,9,70,95,65,85,65,121,501,63.0,1.6,0.5,0,Mount Pokémon,190,30,Field,No Egg Group,Medium Slow,50,0,0,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0
968,Orthworm,Steel,Steel,Earth Eater,Sand Veil,None,9,70,85,145,60,55,65,480,310.0,2.5,0.5,0,Earthworm Pokémon,25,35,Field,No Egg Group,Slow,50,0,0,0,0,1,1,No Preevolution,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5
969,Glimmet,Rock,Poison,Toxic Debris,Corrosion,None,9,48,35,42,105,60,60,350,8.0,0.7,0.5,0,Ore Pokémon,70,30,Mineral,No Egg Group,Medium Slow,50,0,0,0,0,1,2,No Preevolution,0.5,1.0,0.5,0.25,4.0,1.0,0.5,1.0,2.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5
970,Glimmora,Rock,Poison,Toxic Debris,Corrosion,None,9,83,55,90,130,81,86,525,45.0,1.5,0.5,0,Ore Pokémon,25,30,Mineral,No Egg Group,Medium Slow,50,0,0,0,0,2,2,Glimmet,0.5,1.0,0.5,0.25,4.0,1.0,0.5,1.0,2.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5
971,Greavard,Ghost,Ghost,Pickup,Fluffy,None,9,50,61,60,30,55,34,290,35.0,0.6,0.5,0,Ghost Dog Pokémon,120,20,Field,No Egg Group,Medium Slow,50,0,0,0,0,1,2,No Preevolution,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
972,Houndstone,Ghost,Ghost,Sand Rush,Fluffy,None,9,72,101,100,50,97,68,488,15.0,2.0,0.5,0,Ghost Dog Pokémon,60,20,Field,No Egg Group,Medium Slow,50,0,0,0,0,2,2,Greavard,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
973,Flamigo,Flying,Fighting,Scrappy,Tangled Feet,Costar,9,82,115,74,75,64,90,500,37.0,1.6,0.5,0,Synchronize Pokémon,100,20,Flying,No Egg Group,Medium Slow,50,0,0,0,0,1,1,No Preevolution,1.0,0.5,2.0,1.0,0.0,1.0,0.25,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,0.5,2.0
974,Cetoddle,Ice,Ice,Thick Fat,Snow Cloak,Sheer Force,9,108,68,45,30,40,43,334,45.0,1.2,0.5,0,Terra Whale Pokémon,150,25,Field,No Egg Group,Medium Slow,50,0,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
975,Cetitan,Ice,Ice,Thick Fat,Slush Rush,Sheer Force,9,170,113,65,45,55,73,521,700.0,4.5,0.5,0,Terra Whale Pokémon,50,25,Field,No Egg Group,Medium Slow,50,0,0,0,0,2,2,Cetoddle,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
976,Veluza,Water,Psychic,Mold Breaker,Sharpness,None,9,90,102,73,78,65,70,478,90.0,2.5,0.5,0,Jettison Pokémon,100,20,Water 2,No Egg Group,Fast,50,0,0,0,0,1,1,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,2.0,2.0,0.5,0.5,1.0,2.0,1.0
977,Dondozo,Water,Water,Unaware,Oblivious,Water Veil,9,150,100,115,65,65,35,530,220.0,12.0,0.5,0,Big Catfish Pokémon,25,40,Water 2,No Egg Group,Slow,50,0,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
978,Tatsugiri Curly Form,Dragon,Water,Storm Drain,None,None,9,68,50,60,120,95,82,475,8.0,0.3,0.5,0,Mimicry Pokémon,100,35,Water 2,No Egg Group,Medium Slow,50,0,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.25,1.0,1.0,1.0,1.0,2.0,1.0,2.0
978,Tatsugiri Droopy Form,Dragon,Water,Commander,Storm Drain,None,9,68,50,60,120,95,82,475,8.0,0.3,0.5,0,Mimicry Pokémon,100,35,Water 2,No Egg Group,Medium Slow,50,0,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.25,1.0,1.0,1.0,1.0,2.0,1.0,2.0
978,Tatsugiri Stretchy Form,Dragon,Water,Storm Drain,None,None,9,68,50,60,120,95,82,475,8.0,0.3,0.5,0,Mimicry Pokémon,100,35,Water 2,No Egg Group,Medium Slow,50,0,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.25,1.0,1.0,1.0,1.0,2.0,1.0,2.0
979,Annihilape,Fighting,Ghost,Vital Spirit,Inner Focus,Defiant,9,110,115,80,50,90,90,535,56.0,1.2,0.5,0,Rage Monkey Pokémon,45,20,Field,No Egg Group,Medium Fast,50,0,0,0,0,3,3,Primeape,0.0,0.0,2.0,0.5,1.0,0.5,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
980,Clodsire,Poison,Ground,Poison Point,Water Absorb,Unaware,9,130,75,60,45,100,20,430,223.0,1.8,0.5,0,Spiny Fish Pokémon,90,20,Water 1,Field,Medium Fast,50,0,0,0,0,2,2,Paldean Wooper,1.0,0.5,1.0,0.25,2.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.5
981,Farigiraf,Normal,Psychic,Cud Chew,Armor Tail,Sap Sipper,9,120,90,70,110,70,60,520,160.0,3.2,0.5,0,Long Neck Pokémon,45,20,Field,No Egg Group,Medium Fast,50,0,0,0,0,2,2,Girafarig,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
